workspace,project_key,repo_slug,repo_name,is_private,main_branch,language,created_on,updated_on,size_bytes,html_url,https_url,ssh_url
"arkho","COOPM","coopeuch-origen-ccol-5622","ccol-5622",true,"master","","2024-12-10T12:20:08.511764+00:00","2024-12-17T16:02:40.411196+00:00",54391,"https://bitbucket.org/arkho/coopeuch-origen-ccol-5622","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-ccol-5622.git","git@bitbucket.org:arkho/coopeuch-origen-ccol-5622.git"
"arkho","COOPM","coopeuch-origen-ccol-5819","ccol-5819",true,"master","","2024-12-10T12:20:10.582330+00:00","2024-12-17T16:02:43.904159+00:00",76076,"https://bitbucket.org/arkho/coopeuch-origen-ccol-5819","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-ccol-5819.git","git@bitbucket.org:arkho/coopeuch-origen-ccol-5819.git"
"arkho","COOPM","coopeuch-origen-ccol-5923","ccol-5923",true,"master","","2024-12-10T12:20:12.192325+00:00","2024-12-17T16:02:47.680347+00:00",75873,"https://bitbucket.org/arkho/coopeuch-origen-ccol-5923","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-ccol-5923.git","git@bitbucket.org:arkho/coopeuch-origen-ccol-5923.git"
"arkho","COOPM","coopeuch-origen-ccppvw-48","ccppvw-48",true,"master","","2024-12-10T12:20:13.955624+00:00","2024-12-17T16:02:51.259442+00:00",54427,"https://bitbucket.org/arkho/coopeuch-origen-ccppvw-48","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-ccppvw-48.git","git@bitbucket.org:arkho/coopeuch-origen-ccppvw-48.git"
"arkho","COOPM","coopeuch-origen-certificado","certificado",true,"master","","2024-12-10T12:20:16.138965+00:00","2025-08-12T20:14:31.793643+00:00",417980,"https://bitbucket.org/arkho/coopeuch-origen-certificado","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-certificado.git","git@bitbucket.org:arkho/coopeuch-origen-certificado.git"
"arkho","COOPM","coopeuch-origen-certificadorenta","certificadorenta",true,"master","","2024-12-10T12:20:18.003833+00:00","2025-08-12T19:43:49.032573+00:00",1110953,"https://bitbucket.org/arkho/coopeuch-origen-certificadorenta","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-certificadorenta.git","git@bitbucket.org:arkho/coopeuch-origen-certificadorenta.git"
"arkho","COOPM","coopeuch-origen-chequeterceros","chequeterceros",true,"master","","2024-12-10T12:20:19.790061+00:00","2025-08-12T19:47:05.712358+00:00",920565,"https://bitbucket.org/arkho/coopeuch-origen-chequeterceros","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-chequeterceros.git","git@bitbucket.org:arkho/coopeuch-origen-chequeterceros.git"
"arkho","COOPM","coopeuch-origen-clientetablet","clientetablet",true,"master","","2024-12-10T12:20:21.630673+00:00","2024-12-17T16:03:09.603042+00:00",106674,"https://bitbucket.org/arkho/coopeuch-origen-clientetablet","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-clientetablet.git","git@bitbucket.org:arkho/coopeuch-origen-clientetablet.git"
"arkho","COOPM","coopeuch-origen-conectorsinacofi","conectorsinacofi",true,"master","","2024-12-10T12:20:23.923192+00:00","2025-08-12T19:48:09.387290+00:00",1737912,"https://bitbucket.org/arkho/coopeuch-origen-conectorsinacofi","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-conectorsinacofi.git","git@bitbucket.org:arkho/coopeuch-origen-conectorsinacofi.git"
"arkho","COOPM","coopeuch-origen-constanciadeprepago","constanciadeprepago",true,"master","","2024-12-10T12:20:25.732154+00:00","2025-08-12T21:41:06.255782+00:00",669140,"https://bitbucket.org/arkho/coopeuch-origen-constanciadeprepago","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-constanciadeprepago.git","git@bitbucket.org:arkho/coopeuch-origen-constanciadeprepago.git"
"arkho","COOPM","coopeuch-origen-consultadatostc","consultadatostc",true,"master","","2024-12-10T12:20:27.518620+00:00","2024-12-17T16:03:22.326331+00:00",259801,"https://bitbucket.org/arkho/coopeuch-origen-consultadatostc","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-consultadatostc.git","git@bitbucket.org:arkho/coopeuch-origen-consultadatostc.git"
"arkho","COOPM","coopeuch-origen-consultatasas","consultatasas",true,"master","","2024-12-10T12:20:29.419378+00:00","2025-08-12T19:49:45.660224+00:00",2987147,"https://bitbucket.org/arkho/coopeuch-origen-consultatasas","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-consultatasas.git","git@bitbucket.org:arkho/coopeuch-origen-consultatasas.git"
"arkho","COOPM","coopeuch-origen-contrato","contrato",true,"master","","2024-12-10T12:20:31.576167+00:00","2025-08-12T20:14:38.698932+00:00",638929,"https://bitbucket.org/arkho/coopeuch-origen-contrato","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-contrato.git","git@bitbucket.org:arkho/coopeuch-origen-contrato.git"
"arkho","COOPM","coopeuch-origen-convenios","convenios",true,"master","","2024-12-10T12:20:33.266622+00:00","2025-07-23T17:46:27.459379+00:00",1974320,"https://bitbucket.org/arkho/coopeuch-origen-convenios","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-convenios.git","git@bitbucket.org:arkho/coopeuch-origen-convenios.git"
"arkho","COOPM","coopeuch-origen-coopeuch","coopeuch",true,"master","","2024-12-10T12:20:35.024022+00:00","2024-12-17T16:03:38.390477+00:00",115528,"https://bitbucket.org/arkho/coopeuch-origen-coopeuch","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-coopeuch.git","git@bitbucket.org:arkho/coopeuch-origen-coopeuch.git"
"arkho","COOPM","coopeuch-origen-coopeuchds","coopeuchds",true,"master","","2024-12-10T12:20:36.765374+00:00","2024-12-10T12:20:36.854480+00:00",33348,"https://bitbucket.org/arkho/coopeuch-origen-coopeuchds","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-coopeuchds.git","git@bitbucket.org:arkho/coopeuch-origen-coopeuchds.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wscobertura","corredoraseguros-wscobertura",true,"master","","2024-12-10T12:20:38.497092+00:00","2025-08-12T20:34:54.949464+00:00",418525,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscobertura","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscobertura.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wscobertura.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wscomision","corredoraseguros-wscomision",true,"master","","2024-12-10T12:20:40.251579+00:00","2025-08-12T20:34:23.318977+00:00",766718,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscomision","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscomision.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wscomision.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wscomisionsecuencia","corredoraseguros-wscomisionsecuencia",true,"master","","2024-12-10T12:20:42.093350+00:00","2025-07-22T23:58:21.627404+00:00",381262,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscomisionsecuencia","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscomisionsecuencia.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wscomisionsecuencia.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wscompania","corredoraseguros-wscompania",true,"master","","2024-12-10T12:20:43.816191+00:00","2025-08-12T19:45:38.178335+00:00",1027501,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscompania","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wscompania.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wscompania.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wsgestionseguro","corredoraseguros-wsgestionseguro",true,"master","","2024-12-10T12:20:45.637162+00:00","2025-07-23T00:00:26.494704+00:00",318681,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsgestionseguro","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsgestionseguro.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wsgestionseguro.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wsparametrosgenerales","corredoraseguros-wsparametrosgenerales",true,"master","","2024-12-10T12:20:47.361251+00:00","2025-08-12T19:45:16.198029+00:00",566655,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsparametrosgenerales","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsparametrosgenerales.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wsparametrosgenerales.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wsplan","corredoraseguros-wsplan",true,"master","","2024-12-10T12:20:49.029890+00:00","2025-08-12T19:45:03.425839+00:00",916498,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsplan","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsplan.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wsplan.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wsprima","corredoraseguros-wsprima",true,"master","","2024-12-10T12:20:50.763063+00:00","2024-12-17T16:04:11.627528+00:00",77275,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsprima","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsprima.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wsprima.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wsproducto","corredoraseguros-wsproducto",true,"master","","2024-12-10T12:20:52.541333+00:00","2025-08-12T19:44:50.942957+00:00",545920,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsproducto","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsproducto.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wsproducto.git"
"arkho","COOPM","coopeuch-origen-corredoraseguros-wsseguro","corredoraseguros-wsseguro",true,"master","","2024-12-10T12:20:54.263656+00:00","2025-08-12T19:44:38.573412+00:00",629998,"https://bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsseguro","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-corredoraseguros-wsseguro.git","git@bitbucket.org:arkho/coopeuch-origen-corredoraseguros-wsseguro.git"
"arkho","COOPM","coopeuch-origen-creditohipotecario","creditohipotecario",true,"master","","2024-12-10T12:20:56.102936+00:00","2025-08-28T21:10:10.814954+00:00",809386,"https://bitbucket.org/arkho/coopeuch-origen-creditohipotecario","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-creditohipotecario.git","git@bitbucket.org:arkho/coopeuch-origen-creditohipotecario.git"
"arkho","COOPM","coopeuch-origen-creditopda","creditopda",true,"master","","2024-12-10T12:20:59.969983+00:00","2025-08-28T21:06:36.341510+00:00",380611,"https://bitbucket.org/arkho/coopeuch-origen-creditopda","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-creditopda.git","git@bitbucket.org:arkho/coopeuch-origen-creditopda.git"
"arkho","COOPM","coopeuch-origen-creditosconsumo","creditosconsumo",true,"master","","2024-12-10T12:21:01.956569+00:00","2025-08-21T05:10:15.307730+00:00",1827649,"https://bitbucket.org/arkho/coopeuch-origen-creditosconsumo","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-creditosconsumo.git","git@bitbucket.org:arkho/coopeuch-origen-creditosconsumo.git"
"arkho","COOPM","coopeuch-origen-creditoscoring","creditoscoring",true,"master","","2024-12-10T12:21:03.858384+00:00","2025-07-03T19:23:37.289702+00:00",5100613,"https://bitbucket.org/arkho/coopeuch-origen-creditoscoring","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-creditoscoring.git","git@bitbucket.org:arkho/coopeuch-origen-creditoscoring.git"
"arkho","COOPM","coopeuch-origen-crm-wscreditolisto","crm-wscreditolisto",true,"master","","2024-12-10T12:21:05.580484+00:00","2025-08-12T20:13:21.208371+00:00",720176,"https://bitbucket.org/arkho/coopeuch-origen-crm-wscreditolisto","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-crm-wscreditolisto.git","git@bitbucket.org:arkho/coopeuch-origen-crm-wscreditolisto.git"
"arkho","COOPM","coopeuch-origen-crm-wshorario","crm-wshorario",true,"master","","2024-12-10T12:21:07.420892+00:00","2025-08-21T05:08:25.401273+00:00",489869,"https://bitbucket.org/arkho/coopeuch-origen-crm-wshorario","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-crm-wshorario.git","git@bitbucket.org:arkho/coopeuch-origen-crm-wshorario.git"
"arkho","COOPM","coopeuch-origen-crm-wsrequerimientosembargo","crm-wsrequerimientosembargo",true,"master","","2024-12-10T12:21:09.217992+00:00","2025-08-28T21:06:18.651805+00:00",807296,"https://bitbucket.org/arkho/coopeuch-origen-crm-wsrequerimientosembargo","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-crm-wsrequerimientosembargo.git","git@bitbucket.org:arkho/coopeuch-origen-crm-wsrequerimientosembargo.git"
"arkho","COOPM","coopeuch-origen-crmwscrmivic","crmwscrmivic",true,"master","","2024-12-10T12:21:11.476969+00:00","2025-08-28T21:06:09.547855+00:00",1106901,"https://bitbucket.org/arkho/coopeuch-origen-crmwscrmivic","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-crmwscrmivic.git","git@bitbucket.org:arkho/coopeuch-origen-crmwscrmivic.git"
"arkho","COOPM","coopeuch-origen-crmwsportabilidad","crmwsportabilidad",true,"master","","2024-12-10T12:21:13.396241+00:00","2025-08-28T21:05:59.541036+00:00",724933,"https://bitbucket.org/arkho/coopeuch-origen-crmwsportabilidad","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-crmwsportabilidad.git","git@bitbucket.org:arkho/coopeuch-origen-crmwsportabilidad.git"
"arkho","COOPM","coopeuch-origen-cuentas","cuentas",true,"master","","2024-12-10T12:21:15.353440+00:00","2025-07-23T00:20:14.726790+00:00",436502,"https://bitbucket.org/arkho/coopeuch-origen-cuentas","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-cuentas.git","git@bitbucket.org:arkho/coopeuch-origen-cuentas.git"
"arkho","COOPM","coopeuch-origen-cuentas-contigencia","cuentas-contigencia",true,"master","","2024-12-10T12:21:16.935273+00:00","2024-12-10T12:21:17.033116+00:00",33348,"https://bitbucket.org/arkho/coopeuch-origen-cuentas-contigencia","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-cuentas-contigencia.git","git@bitbucket.org:arkho/coopeuch-origen-cuentas-contigencia.git"
"arkho","COOPM","coopeuch-origen-cuentavistamarcacontrato","cuentavistamarcacontrato",true,"master","","2024-12-10T12:21:18.706170+00:00","2025-08-28T22:03:48.999501+00:00",1297538,"https://bitbucket.org/arkho/coopeuch-origen-cuentavistamarcacontrato","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-cuentavistamarcacontrato.git","git@bitbucket.org:arkho/coopeuch-origen-cuentavistamarcacontrato.git"
"arkho","COOPM","coopeuch-origen-dale-wscuentavista","dale-wscuentavista",true,"master","","2024-12-10T12:21:20.466825+00:00","2025-08-11T18:28:57.217891+00:00",397177,"https://bitbucket.org/arkho/coopeuch-origen-dale-wscuentavista","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-dale-wscuentavista.git","git@bitbucket.org:arkho/coopeuch-origen-dale-wscuentavista.git"
"arkho","COOPM","coopeuch-origen-dale-wsreferido","dale-wsreferido",true,"master","","2024-12-10T12:21:22.147684+00:00","2024-12-17T16:05:20.501498+00:00",54579,"https://bitbucket.org/arkho/coopeuch-origen-dale-wsreferido","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-dale-wsreferido.git","git@bitbucket.org:arkho/coopeuch-origen-dale-wsreferido.git"
"arkho","COOPM","coopeuch-origen-datos-documentos","datos-documentos",true,"master","","2024-12-10T12:21:23.786853+00:00","2025-08-12T19:56:23.534656+00:00",420199,"https://bitbucket.org/arkho/coopeuch-origen-datos-documentos","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-datos-documentos.git","git@bitbucket.org:arkho/coopeuch-origen-datos-documentos.git"
"arkho","COOPM","coopeuch-origen-depositos","depositos",true,"master","","2024-12-10T12:21:25.456435+00:00","2025-08-12T19:29:43.183602+00:00",771457,"https://bitbucket.org/arkho/coopeuch-origen-depositos","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-depositos.git","git@bitbucket.org:arkho/coopeuch-origen-depositos.git"
"arkho","COOPM","coopeuch-origen-desafio","desafio",true,"master","","2024-12-10T12:21:27.581394+00:00","2025-08-12T16:23:32.996998+00:00",1565499,"https://bitbucket.org/arkho/coopeuch-origen-desafio","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-desafio.git","git@bitbucket.org:arkho/coopeuch-origen-desafio.git"
"arkho","COOPM","coopeuch-origen-documentos","documentos",true,"master","","2024-12-10T12:21:29.809755+00:00","2025-07-17T20:25:50.813159+00:00",1920369,"https://bitbucket.org/arkho/coopeuch-origen-documentos","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-documentos.git","git@bitbucket.org:arkho/coopeuch-origen-documentos.git"
"arkho","COOPM","coopeuch-origen-dummy-sinacofi","dummy-sinacofi",true,"master","","2024-12-10T12:21:31.678789+00:00","2024-12-17T16:05:40.189481+00:00",253606,"https://bitbucket.org/arkho/coopeuch-origen-dummy-sinacofi","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-dummy-sinacofi.git","git@bitbucket.org:arkho/coopeuch-origen-dummy-sinacofi.git"
"arkho","COOPM","coopeuch-origen-ea-232","ea-232",true,"master","","2024-12-10T12:21:33.346737+00:00","2024-12-17T16:05:43.921154+00:00",54662,"https://bitbucket.org/arkho/coopeuch-origen-ea-232","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-ea-232.git","git@bitbucket.org:arkho/coopeuch-origen-ea-232.git"
"arkho","COOPM","coopeuch-origen-ea-263","ea-263",true,"master","","2024-12-10T12:21:35.058675+00:00","2024-12-17T16:05:47.691807+00:00",76239,"https://bitbucket.org/arkho/coopeuch-origen-ea-263","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-ea-263.git","git@bitbucket.org:arkho/coopeuch-origen-ea-263.git"
"arkho","COOPM","coopeuch-origen-envioemail","envioemail",true,"master","","2024-12-10T12:21:36.776477+00:00","2025-08-14T17:15:34.980921+00:00",756056,"https://bitbucket.org/arkho/coopeuch-origen-envioemail","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-envioemail.git","git@bitbucket.org:arkho/coopeuch-origen-envioemail.git"
"arkho","COOPM","coopeuch-origen-envioemailtransferencias","envioemailtransferencias",true,"master","","2024-12-10T12:21:38.763866+00:00","2024-12-10T12:21:38.872345+00:00",33348,"https://bitbucket.org/arkho/coopeuch-origen-envioemailtransferencias","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-envioemailtransferencias.git","git@bitbucket.org:arkho/coopeuch-origen-envioemailtransferencias.git"
"arkho","COOPM","coopeuch-origen-evaluacionmotorpda","evaluacionmotorpda",true,"master","","2024-12-10T12:21:40.790074+00:00","2024-12-17T16:05:56.034476+00:00",82183,"https://bitbucket.org/arkho/coopeuch-origen-evaluacionmotorpda","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-evaluacionmotorpda.git","git@bitbucket.org:arkho/coopeuch-origen-evaluacionmotorpda.git"
"arkho","COOPM","coopeuch-origen-facturaelectronica","facturaelectronica",true,"master","","2024-12-10T12:21:42.522841+00:00","2024-12-17T16:05:59.716308+00:00",110058,"https://bitbucket.org/arkho/coopeuch-origen-facturaelectronica","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-facturaelectronica.git","git@bitbucket.org:arkho/coopeuch-origen-facturaelectronica.git"
"arkho","COOPM","coopeuch-origen-formularios","formularios",true,"master","","2024-12-10T12:21:44.993974+00:00","2024-12-17T16:06:04.061029+00:00",136537,"https://bitbucket.org/arkho/coopeuch-origen-formularios","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-formularios.git","git@bitbucket.org:arkho/coopeuch-origen-formularios.git"
"arkho","COOPM","coopeuch-origen-gestioncredito","gestioncredito",true,"master","","2024-12-10T12:21:46.892335+00:00","2024-12-17T16:06:08.347653+00:00",89244,"https://bitbucket.org/arkho/coopeuch-origen-gestioncredito","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-gestioncredito.git","git@bitbucket.org:arkho/coopeuch-origen-gestioncredito.git"
"arkho","COOPM","coopeuch-origen-gestiontoken","gestiontoken",true,"master","","2024-12-10T12:21:48.835590+00:00","2025-07-22T21:44:19.551578+00:00",134578,"https://bitbucket.org/arkho/coopeuch-origen-gestiontoken","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-gestiontoken.git","git@bitbucket.org:arkho/coopeuch-origen-gestiontoken.git"
"arkho","COOPM","coopeuch-origen-gestiontoken_respaldo","gestiontoken_respaldo",true,"master","","2024-12-10T14:21:30.957250+00:00","2024-12-17T16:06:17.085333+00:00",397749,"https://bitbucket.org/arkho/coopeuch-origen-gestiontoken_respaldo","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-gestiontoken_respaldo.git","git@bitbucket.org:arkho/coopeuch-origen-gestiontoken_respaldo.git"
"arkho","COOPM","coopeuch-origen-idg","idg",true,"master","","2024-12-10T14:21:32.885588+00:00","2024-12-10T14:21:32.980581+00:00",33348,"https://bitbucket.org/arkho/coopeuch-origen-idg","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-idg.git","git@bitbucket.org:arkho/coopeuch-origen-idg.git"
"arkho","COOPM","coopeuch-origen-infopuntos","infopuntos",true,"master","","2024-12-10T14:21:34.829972+00:00","2025-08-12T19:28:05.595461+00:00",760935,"https://bitbucket.org/arkho/coopeuch-origen-infopuntos","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-infopuntos.git","git@bitbucket.org:arkho/coopeuch-origen-infopuntos.git"
"arkho","COOPM","coopeuch-origen-informacion-demografica","informacion-demografica",true,"master","","2024-12-10T14:21:36.512568+00:00","2025-08-28T21:08:28.382165+00:00",1109599,"https://bitbucket.org/arkho/coopeuch-origen-informacion-demografica","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-informacion-demografica.git","git@bitbucket.org:arkho/coopeuch-origen-informacion-demografica.git"
"arkho","COOPM","coopeuch-origen-listanegra","listanegra",true,"master","","2024-12-10T14:21:38.112757+00:00","2025-07-03T21:32:25.808325+00:00",269163830,"https://bitbucket.org/arkho/coopeuch-origen-listanegra","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-listanegra.git","git@bitbucket.org:arkho/coopeuch-origen-listanegra.git"
"arkho","COOPM","coopeuch-origen-log","log",true,"master","","2024-12-10T14:21:39.902633+00:00","2025-08-19T16:21:47.150269+00:00",328966,"https://bitbucket.org/arkho/coopeuch-origen-log","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-log.git","git@bitbucket.org:arkho/coopeuch-origen-log.git"
"arkho","COOPM","coopeuch-origen-mantenedorcuentasocio","mantenedorcuentasocio",true,"master","","2024-12-10T14:21:41.622462+00:00","2025-08-28T21:06:27.034829+00:00",1201276,"https://bitbucket.org/arkho/coopeuch-origen-mantenedorcuentasocio","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-mantenedorcuentasocio.git","git@bitbucket.org:arkho/coopeuch-origen-mantenedorcuentasocio.git"
"arkho","COOPM","coopeuch-origen-mantenedordatosfraude","mantenedordatosfraude",true,"master","","2024-12-10T14:21:43.338131+00:00","2025-08-12T19:54:11.119875+00:00",817874,"https://bitbucket.org/arkho/coopeuch-origen-mantenedordatosfraude","https://psalguero444@bitbucket.org/arkho/coopeuch-origen-mantenedordatosfraude.git","git@bitbucket.org:arkho/coopeuch-origen-mantenedordatosfraude.git"
